,sentence,sentence_num,stimulus_id,experiment,story,passage_index,passage_label,passage_category
455,Milk is a white liquid produced by female mammals to feed their young.,212,384sentences.212,384sentences,384sentences.drink_non_alcoholic,54,Milk,drink_non_alcoholic
456,Newborn animals must be fed milk before they can eat solid food.,213,384sentences.213,384sentences,384sentences.drink_non_alcoholic,54,Milk,drink_non_alcoholic
457,Dairy products such as cheese and butter are made from milk.,214,384sentences.214,384sentences,384sentences.drink_non_alcoholic,54,Milk,drink_non_alcoholic
458,Liquid produced from soybeans and coconuts is sometimes called milk.,215,384sentences.215,384sentences,384sentences.drink_non_alcoholic,54,Milk,drink_non_alcoholic
459,"Mosquitos are thin, small flying insects that emit a high-pitched sound.",216,384sentences.216,384sentences,384sentences.insect,55,Mosquito,insect
460,Mosquitoes have mouthparts for piercing the skin of plants and animals.,217,384sentences.217,384sentences,384sentences.insect,55,Mosquito,insect
461,Female mosquitoes bite people and animals and suck their blood for protein.,218,384sentences.218,384sentences,384sentences.insect,55,Mosquito,insect
462,"Mosquito bites can spread yellow fever, malaria and other parasite diseases.",219,384sentences.219,384sentences,384sentences.insect,55,Mosquito,insect
463,A mountain is a landform that rises steeply above surrounding land.,220,384sentences.220,384sentences,384sentences.landscape,56,Mountain,landscape
464,Mountains rise higher than hills and sometimes have snow at the top.,221,384sentences.221,384sentences,384sentences.landscape,56,Mountain,landscape
465,A range of mountains forms due to tectonic plate collision.,222,384sentences.222,384sentences,384sentences.landscape,56,Mountain,landscape
466,Mountaineers are people who climb or hike up mountains.,223,384sentences.223,384sentences,384sentences.landscape,56,Mountain,landscape
467,The mouth is the face cavity we put food in when we eat.,224,384sentences.224,384sentences,384sentences.body_part,57,Mouth,body_part
468,The mouth has teeth to chew food and mix it with saliva.,225,384sentences.225,384sentences,384sentences.body_part,57,Mouth,body_part
469,The mouth is also used for kissing and talking.,226,384sentences.226,384sentences,384sentences.body_part,57,Mouth,body_part
470,Speech sounds are controlled by tongue placement in the mouth.,227,384sentences.227,384sentences,384sentences.body_part,57,Mouth,body_part
471,A mug is a sturdy cup with a handle for drinking hot liquids.,228,384sentences.228,384sentences,384sentences.kitchen_utensil,58,Mug,kitchen_utensil
472,"A mug is normally ceramic, but can also be made of metal or glass.",229,384sentences.229,384sentences,384sentences.kitchen_utensil,58,Mug,kitchen_utensil
473,A mug is thick and has a ring base for thermal insulation.,230,384sentences.230,384sentences,384sentences.kitchen_utensil,58,Mug,kitchen_utensil
474,Mugs can be plain or have drawings imprinted or carved on them.,231,384sentences.231,384sentences,384sentences.kitchen_utensil,58,Mug,kitchen_utensil
475,Murder is the unlawful killing of another human being with intent.,232,384sentences.232,384sentences,384sentences.crime,59,Murder,crime
476,Murder a serious crime because it deprives the victim of their existence.,233,384sentences.233,384sentences,384sentences.crime,59,Murder,crime
477,"Killing in self-defense, accidentally or in war is not considered murder.",234,384sentences.234,384sentences,384sentences.crime,59,Murder,crime
478,A convicted murderer is often given a life sentence or the death penalty.,235,384sentences.235,384sentences,384sentences.crime,59,Murder,crime
479,Orange juice is a drink made from the liquid in orange pulp.,236,384sentences.236,384sentences,384sentences.drink_non_alcoholic,60,Orange_juice,drink_non_alcoholic
480,"Orange juice has a sweet, acid taste and contains a lot of vitamin C.",237,384sentences.237,384sentences,384sentences.drink_non_alcoholic,60,Orange_juice,drink_non_alcoholic
481,Freshly squeezed orange juice often contains pulp as well.,238,384sentences.238,384sentences,384sentences.drink_non_alcoholic,60,Orange_juice,drink_non_alcoholic
482,Orange juice is often drunk at breakfast from a glass.,239,384sentences.239,384sentences,384sentences.drink_non_alcoholic,60,Orange_juice,drink_non_alcoholic
483,A parrot is a bird that lives in warm and tropical regions.,240,384sentences.240,384sentences,384sentences.bird,61,Parrot,bird
484,"Parrots have brightly-colored feathers and a sharp, curved beak.",241,384sentences.241,384sentences,384sentences.bird,61,Parrot,bird
485,Parrots can imitate the human voice if they hear it repeatedly.,242,384sentences.242,384sentences,384sentences.bird,61,Parrot,bird
486,Their appearance and abilities makes them popular pets.,243,384sentences.243,384sentences,384sentences.bird,61,Parrot,bird
487,A peach is an orange-yellow fruit with a characteristic smell.,244,384sentences.244,384sentences,384sentences.fruit,62,Peach,fruit
488,"The skin of a peach is thin and covered in small, fine hairs.",245,384sentences.245,384sentences,384sentences.fruit,62,Peach,fruit
489,"Peaches have a large, red-brown stone inside which contains the seed.",246,384sentences.246,384sentences,384sentences.fruit,62,Peach,fruit
490,"Peaches are sweet and delicate, and must be harvested after ripening.",247,384sentences.247,384sentences,384sentences.fruit,62,Peach,fruit
491,The piano is a popular musical instrument played by means of a keyboard.,248,384sentences.248,384sentences,384sentences.music,63,Piano,music
492,Pressing a piano key causes a felt-tipped hammer to hit a vibrating steel string.,249,384sentences.249,384sentences,384sentences.music,63,Piano,music
493,"The piano has an enormous note range, and pedals to change the sound quality.",250,384sentences.250,384sentences,384sentences.music,63,Piano,music
494,The piano repertoire is large and famous pianists can give solo concerts.,251,384sentences.251,384sentences,384sentences.music,63,Piano,music
495,"Piranhas are small, ferocious fish that live in South American rivers.",252,384sentences.252,384sentences,384sentences.fish,64,Piranha,fish
496,Piranhas live and attack in schools and are most active during the day.,253,384sentences.253,384sentences,384sentences.fish,64,Piranha,fish
497,Piranhas have very sharp teeth and are opportunistic carnivores.,254,384sentences.254,384sentences,384sentences.fish,64,Piranha,fish
498,"Piranhas eat fish, insects, lizards, mammals and carrion.",255,384sentences.255,384sentences,384sentences.fish,64,Piranha,fish
499,The raspberry is a fruit that grows in forest clearings or fields.,256,384sentences.256,384sentences,384sentences.fruit,65,Raspberry,fruit
500,A single raspberry consists of many small fruits joined together.,257,384sentences.257,384sentences,384sentences.fruit,65,Raspberry,fruit
501,Raspberries are eaten by themselves or cooked with sugar into jam.,258,384sentences.258,384sentences,384sentences.fruit,65,Raspberry,fruit
502,Leaves of the raspberry are used fresh or dried in herbal teas.,259,384sentences.259,384sentences,384sentences.fruit,65,Raspberry,fruit
503,A raven is a large black bird that thrives in many climates.,260,384sentences.260,384sentences,384sentences.bird,66,Raven,bird
504,"Ravens feed on carrion, insects, berries or small animals. ",261,384sentences.261,384sentences,384sentences.bird,66,Raven,bird
505,Ravens have large brains and are capable of problem solving.,262,384sentences.262,384sentences,384sentences.bird,66,Raven,bird
506,In folklore ravens are birds of ill-omen and also tricksters. ,263,384sentences.263,384sentences,384sentences.bird,66,Raven,bird
507,A refrigerator is a cooling device used to contain and preserve food.,264,384sentences.264,384sentences,384sentences.appliance,67,Refrigerator,appliance
508,Some refrigerators can have a small compartment at freezing temperature.,265,384sentences.265,384sentences,384sentences.appliance,67,Refrigerator,appliance
509,A refrigerator can have shelves and small compartments for different types of food.,266,384sentences.266,384sentences,384sentences.appliance,67,Refrigerator,appliance
510,A refrigerator is generally white and people often put magnets on its surface.,267,384sentences.267,384sentences,384sentences.appliance,67,Refrigerator,appliance
511,A rifle is a firearm that rests on the shoulder and has a barrel with twisting grooves.,268,384sentences.268,384sentences,384sentences.weapon,68,Rifle,weapon
512,The grooves make the bullets spin around the rifle axis as they fly through the air.,269,384sentences.269,384sentences,384sentences.weapon,68,Rifle,weapon
513,"Rifles are used in hunting and shooting sports, sometimes with scopes.",270,384sentences.270,384sentences,384sentences.weapon,68,Rifle,weapon
514,Assault rifles can fire in bursts and are the standard infantry weapon.,271,384sentences.271,384sentences,384sentences.weapon,68,Rifle,weapon
515,Salmon is a fish that migrates from fresh water to the ocean and back to spawn.,272,384sentences.272,384sentences,384sentences.fish,69,Salmon,fish
516,Salmon flesh is orange or red and has high protein content and a nice taste.,273,384sentences.273,384sentences,384sentences.fish,69,Salmon,fish
517,"Salmon can be eaten raw in sushi or cooked by grilling, poaching or in other ways.",274,384sentences.274,384sentences,384sentences.fish,69,Salmon,fish
518,"Salmon is the most common farmed fish, though it can also be caught in the wild.",275,384sentences.275,384sentences,384sentences.fish,69,Salmon,fish
519,A saw is a tool that uses a hard blade or abrasive wire to cut hard materials.,276,384sentences.276,384sentences,384sentences.tool,70,Saw,tool
520,The small sharp points along the cutting side of the saw are called the teeth.,277,384sentences.277,384sentences,384sentences.tool,70,Saw,tool
521,"Saws can be worked by hand, or powered by an electric motor or gas engine.",278,384sentences.278,384sentences,384sentences.tool,70,Saw,tool
522,"Saws are used extensively in forestry, construction, carpentry and medicine.",279,384sentences.279,384sentences,384sentences.tool,70,Saw,tool
523,A scientist studies and produces new knowledge about the physical world.,280,384sentences.280,384sentences,384sentences.profession,71,Scientist,profession
524,A scientist creates hypotheses and does experiments to test them.,281,384sentences.281,384sentences,384sentences.profession,71,Scientist,profession
525,"Physics, chemistry and biology are classic examples of sciences.",282,384sentences.282,384sentences,384sentences.profession,71,Scientist,profession
526,Scientists publish their research in journals and conferences.,283,384sentences.283,384sentences,384sentences.profession,71,Scientist,profession
527,Scissors are a two-bladed instrument used for cutting.,284,384sentences.284,384sentences,384sentences.tool,72,Scissors,tool
528,"The blades are usually metallic, with plastic or metal handles.",285,384sentences.285,384sentences,384sentences.tool,72,Scissors,tool
529,"Depending on the size and format, scissors can cut paper, hair or fabric.",286,384sentences.286,384sentences,384sentences.tool,72,Scissors,tool
530,Shears are large scissors used for cutting shrubs or pieces of metal.,287,384sentences.287,384sentences,384sentences.tool,72,Scissors,tool
531,A screwdriver is a tool for inserting and tightening screws into something.,288,384sentences.288,384sentences,384sentences.tool,73,Screwdriver,tool
532,Screwdrivers can also be used to remove screws after they are inserted.,289,384sentences.289,384sentences,384sentences.tool,73,Screwdriver,tool
533,The screwdriver tip applies the torque from rotating the handle.,290,384sentences.290,384sentences,384sentences.tool,73,Screwdriver,tool
534,The two major types of screwdrivers are Phillips and flathead.,291,384sentences.291,384sentences,384sentences.tool,73,Screwdriver,tool
535,A shark is a large fish with a cartilage skeleton.,292,384sentences.292,384sentences,384sentences.fish,74,Shark,fish
536,"Sharks have streamlined bodies, with a large dorsal fin.",293,384sentences.293,384sentences,384sentences.fish,74,Shark,fish
537,"Most sharks predate on fish and mammals, with powerful jaws.",294,384sentences.294,384sentences,384sentences.fish,74,Shark,fish
538,Sharks have very keen senses and can detect electrical fields.,295,384sentences.295,384sentences,384sentences.fish,74,Shark,fish
539,A ship is a large vehicle that floats and travels on water.,296,384sentences.296,384sentences,384sentences.vehicles_transport,75,Ship,vehicles_transport
540,"A ship can be powered in the ocean by sails, steam, or diesel engines.",297,384sentences.297,384sentences,384sentences.vehicles_transport,75,Ship,vehicles_transport
541,Ships are used to fish in the ocean and to transport cargo containers.,298,384sentences.298,384sentences,384sentences.vehicles_transport,75,Ship,vehicles_transport
542,Cruise ships are floating hotels that take people between cities.,299,384sentences.299,384sentences,384sentences.vehicles_transport,75,Ship,vehicles_transport
543,"A shoe is clothing for the foot, with a sole, an outsole and a heel.",300,384sentences.300,384sentences,384sentences.clothing,76,Shoe,clothing
544,"Shoes are usually made of leather, canvas, rubber or plastic.",301,384sentences.301,384sentences,384sentences.clothing,76,Shoe,clothing
545,Women's shoes often have high heels and come in many styles and colors.,302,384sentences.302,384sentences,384sentences.clothing,76,Shoe,clothing
546,A sneaker is a shoe for sports and athletic activity.,303,384sentences.303,384sentences,384sentences.clothing,76,Shoe,clothing
547,A soldier is a member of the national armed forces who fights on land.,304,384sentences.304,384sentences,384sentences.profession,77,Soldier,profession
548,"A soldier in the militia must wear a uniform, usually camouflage.",305,384sentences.305,384sentences,384sentences.profession,77,Soldier,profession
549,"In a volunteer army, a soldier is paid for his or her work.",306,384sentences.306,384sentences,384sentences.profession,77,Soldier,profession
550,A soldier fights using weapons such as rifles and grenades.,307,384sentences.307,384sentences,384sentences.profession,77,Soldier,profession
551,Spears are weapons that consist of a pole and sharpened head at one end.,308,384sentences.308,384sentences,384sentences.weapon,78,Spear,weapon
552,Spears were the most common personal weapon before the advent of firearms.,309,384sentences.309,384sentences,384sentences.weapon,78,Spear,weapon
553,Spears were used for stabbing or throwing when fighting in war.,310,384sentences.310,384sentences,384sentences.weapon,78,Spear,weapon
554,Some native people still use the spear for hunting and fishing.,311,384sentences.311,384sentences,384sentences.weapon,78,Spear,weapon
555,Spiders are insects with eight legs that make silk.,312,384sentences.312,384sentences,384sentences.insect,79,Spider,insect
556,Spiders build webs with silk and use them to catch insects.,313,384sentences.313,384sentences,384sentences.insect,79,Spider,insect
557,Spiders use venomous fangs to paralyse their stuck prey.,314,384sentences.314,384sentences,384sentences.insect,79,Spider,insect
558,Spiders can be as small as a coin or as big as a bird.,315,384sentences.315,384sentences,384sentences.insect,79,Spider,insect
559,"Swamps are low, spongy land subject to frequent inundation.",316,384sentences.316,384sentences,384sentences.landscape,80,Swamp,landscape
560,"A swamp is covered with shallow water, mud and vegetation.",317,384sentences.317,384sentences,384sentences.landscape,80,Swamp,landscape
561,Swamps are nesting and breeding grounds for birds and reptiles.,318,384sentences.318,384sentences,384sentences.landscape,80,Swamp,landscape
562,Farmers often drain swamps to produce fertile arable land. ,319,384sentences.319,384sentences,384sentences.landscape,80,Swamp,landscape
563,A sweater is a heavy garment worn on the torso for warmth.,320,384sentences.320,384sentences,384sentences.clothing,81,Sweater,clothing
564,Sweaters are often knitted from wool but cotton is also common.,321,384sentences.321,384sentences,384sentences.clothing,81,Sweater,clothing
565,A sweater that opens down the front is called a cardigan.,322,384sentences.322,384sentences,384sentences.clothing,81,Sweater,clothing
566,"Sweaters differ in cut, collar and sleeve shape, as well as decoration.",323,384sentences.323,384sentences,384sentences.clothing,81,Sweater,clothing
567,A table is a piece of furniture with a flat surface and legs.,324,384sentences.324,384sentences,384sentences.furniture,82,Table_(furniture),furniture
568,There are usually chairs around a table for people to sit.,325,384sentences.325,384sentences,384sentences.furniture,82,Table_(furniture),furniture
569,"People set cutlery, plates and food on a table to eat a meal together.",326,384sentences.326,384sentences,384sentences.furniture,82,Table_(furniture),furniture
570,Tables are also used as surfaces to work or write on.,327,384sentences.327,384sentences,384sentences.furniture,82,Table_(furniture),furniture
571,A television is an appliance with a screen that displays moving images.,328,384sentences.328,384sentences,384sentences.appliance,83,Television,appliance
572,Televisions are mostly used for watching programs or films.,329,384sentences.329,384sentences,384sentences.appliance,83,Television,appliance
573,They are used to play videogames when connected to a game console.,330,384sentences.330,384sentences,384sentences.appliance,83,Television,appliance
574,Television content can be broadcast or received via cable or internet.,331,384sentences.331,384sentences,384sentences.appliance,83,Television,appliance
575,Theft is the taking of person's property without their consent.,332,384sentences.332,384sentences,384sentences.crime,84,Theft,crime
576,Thieves steal to own something or to sell it to receivers.,333,384sentences.333,384sentences,384sentences.crime,84,Theft,crime
577,Theft is a crime and can be punishable with jail or fines.,334,384sentences.334,384sentences,384sentences.crime,84,Theft,crime
578,Industrial espionage is theft of ideas and intellectual property.,335,384sentences.335,384sentences,384sentences.crime,84,Theft,crime
579,A toaster is a kitchen appliance for toasting bread using heating elements.,336,384sentences.336,384sentences,384sentences.appliance,85,Toaster,appliance
580,Pop-up toasters toast the bread placed in a slot and eject it once done.,337,384sentences.337,384sentences,384sentences.appliance,85,Toaster,appliance
581,"Toaster ovens have a door on the side, a tray within and temperature control.",338,384sentences.338,384sentences,384sentences.appliance,85,Toaster,appliance
582,They allow bread to be cooked with toppings like garlic or cheese.,339,384sentences.339,384sentences,384sentences.appliance,85,Toaster,appliance
583,"The tomato is a shiny and smooth red fruit, with a savory taste.",340,384sentences.340,384sentences,384sentences.vegetable,86,Tomato,vegetable
584,A tomato softens and changes color from green to red as it gets more ripe.,341,384sentences.341,384sentences,384sentences.vegetable,86,Tomato,vegetable
585,"Tomatoes can be used to make salads, soup or ketchup, as well as sauce.",342,384sentences.342,384sentences,384sentences.vegetable,86,Tomato,vegetable
586,"There are many varieties of tomato, with different sizes and tastes.",343,384sentences.343,384sentences,384sentences.vegetable,86,Tomato,vegetable
587,A train is a connected series of cars that moves between stations on a track.,344,384sentences.344,384sentences,384sentences.vehicles_transport,87,Train,vehicles_transport
588,"The train is pulled by a locomotive, powered by diesel or electricity.",345,384sentences.345,384sentences,384sentences.vehicles_transport,87,Train,vehicles_transport
589,A freight train transports containers of goods or fuel over long distances.,346,384sentences.346,384sentences,384sentences.vehicles_transport,87,Train,vehicles_transport
590,Commuter trains transport people between suburbs and stations inside a city.,347,384sentences.347,384sentences,384sentences.vehicles_transport,87,Train,vehicles_transport
591,A train station is a place where passengers get on or off a train.,348,384sentences.348,384sentences,384sentences.place,88,Train_station,place
592,Train stations have counters or machines for purchasing tickets.,349,384sentences.349,384sentences,384sentences.place,88,Train_station,place
593,There are waiting rooms and places to eat in a station.,350,384sentences.350,384sentences,384sentences.place,88,Train_station,place
594,Passengers or cargo trains enter from a platform next to the line.,351,384sentences.351,384sentences,384sentences.place,88,Train_station,place
595,A tropical cyclone is a storm formed over warm tropical sea.,352,384sentences.352,384sentences,384sentences.disaster,89,Tropical_cyclone,disaster
596,Cyclones can produce very powerful winds and torrential rain.,353,384sentences.353,384sentences,384sentences.disaster,89,Tropical_cyclone,disaster
597,Tropical cyclone can also cause high waves and coastal flooding.,354,384sentences.354,384sentences,384sentences.disaster,89,Tropical_cyclone,disaster
598,A tropical cyclone can move inland and seriously damage property.,355,384sentences.355,384sentences,384sentences.disaster,89,Tropical_cyclone,disaster
599,The violin is an instrument with four strings that is played with a bow.,356,384sentences.356,384sentences,384sentences.music,90,Violin,music
600,Violin is the smallest and highest pitched instrument in its family.,357,384sentences.357,384sentences,384sentences.music,90,Violin,music
601,A violinist holds the instrument between the chin and the collarbone.,358,384sentences.358,384sentences,384sentences.music,90,Violin,music
602,Different notes are made by fingering the neck with one hand while bowing.,359,384sentences.359,384sentences,384sentences.music,90,Violin,music
603,"Vultures are scavenging birds, feeding mostly on the carcasses of dead animals.",360,384sentences.360,384sentences,384sentences.bird,91,Vulture,bird
604,Many vultures have a bald head without feathers for losing heat.,361,384sentences.361,384sentences,384sentences.bird,91,Vulture,bird
605,Vultures use their large wings to soar for miles without flapping.,362,384sentences.362,384sentences,384sentences.bird,91,Vulture,bird
606,"Vultures seldom attack healthy animals, but may kill the wounded or sick.",363,384sentences.363,384sentences,384sentences.bird,91,Vulture,bird
607,A wall is a solid structure that defines and sometimes protects an area.,364,384sentences.364,384sentences,384sentences.building_part,92,Wall,building_part
608,"Walls delineate a building, support the roof, and divide the space into rooms.",365,384sentences.365,384sentences,384sentences.building_part,92,Wall,building_part
609,"Walls are usually made of stone, brick, or cement, as well as drywall.",366,384sentences.366,384sentences,384sentences.building_part,92,Wall,building_part
610,"Retaining walls provide a barrier to movement of earth, stone or water.",367,384sentences.367,384sentences,384sentences.building_part,92,Wall,building_part
611,"Water is the most common liquid on Earth, covering 70% of its area.",368,384sentences.368,384sentences,384sentences.drink_non_alcoholic,93,Water,drink_non_alcoholic
612,"Plants, animals and people must drink water in order to live.",369,384sentences.369,384sentences,384sentences.drink_non_alcoholic,93,Water,drink_non_alcoholic
613,Water freezes at a low temperature and becomes solid ice.,370,384sentences.370,384sentences,384sentences.drink_non_alcoholic,93,Water,drink_non_alcoholic
614,"Rain is water that falls from clouds in the sky, which are condensed vapor.",371,384sentences.371,384sentences,384sentences.drink_non_alcoholic,93,Water,drink_non_alcoholic
615,A whale is a very large mammal that lives in the ocean.,372,384sentences.372,384sentences,384sentences.animal,94,Whale,animal
616,Whales breathe through blowholes on their heads when surfacing.,373,384sentences.373,384sentences,384sentences.animal,94,Whale,animal
617,The blubber in a whale serves as an energy reservoir and as insulation.,374,384sentences.374,384sentences,384sentences.animal,94,Whale,animal
618,"Whales have been hunted for meat, whale oil and ambergris.",375,384sentences.375,384sentences,384sentences.animal,94,Whale,animal
619,A window is a transparent opening in a wall to let light through.,376,384sentences.376,384sentences,384sentences.building_part,95,Window,building_part
620,A typical window is made of sheets of glass held in place by frames.,377,384sentences.377,384sentences,384sentences.building_part,95,Window,building_part
621,"When open, a window will also let air and sound through.",378,384sentences.378,384sentences,384sentences.building_part,95,Window,building_part
622,Some windows have multiple panes to increase insulation inside.,379,384sentences.379,384sentences,384sentences.building_part,95,Window,building_part
623,A woman is a female human adult.,380,384sentences.380,384sentences,384sentences.human,96,Woman,human
624,A woman is stereotypically seen as a caregiver.,381,384sentences.381,384sentences,384sentences.human,96,Woman,human
625,A woman can become pregnant and bear children.,382,384sentences.382,384sentences,384sentences.human,96,Woman,human
626,A woman has different reproductive organs than a man.,383,384sentences.383,384sentences,384sentences.human,96,Woman,human
